,Category,Title,Date,Time,Location,City
150,Ausstellungen,GALERIE DIEKUNSTWERKERIN,05.10.2024,12:00 - 17:00 Uhr,Galerie dieKUNSTWERKerin Ninette Mathiessen,Travemünde
151,sonstige Seminare & Kurse,GALERIE DIEKUNSTWERKERIN,05.10.2024,12:00 Uhr,dieKUNSTWERKerin,Travemünde
152,"Familie / Kinder, Führung, Outdoor, Schiffstour",SEETIERFANGFAHRT ZU DEN SEEHUNDSBäNKEN AB HAFEN HöRNUM,05.10.2024,12:00 - 13:30 Uhr,"Hafenstraße, 25997 Hörnum",Hörnum / Sylt
153,sonstige Seminare & Kurse,SEGEBERGER BüRGERHAUS,05.10.2024,12:00 - 17:00 Uhr,Museum Segeberger Bürgerhaus,Bad Segeberg
154,sonstige Feste & Märkte,WALHALLA IM KURPARK - DIE WIKINGER KOMMEN NACH KELLENHUSEN,05.10.2024,12:00 - 20:00 Uhr,Kurpark,Kellenhusen
155,Sonstiges,"GROẞE HAFENRUNDFAHRT UND NATURSCHUTZGEBIETE | 12.30, 14.00 UND 15.30 UHR",05.10.2024,12:30 - 16:30 Uhr,ab / an: Überseebrücke 2,Travemünde
156,Sonstiges,BESICHTIGUNG ÄLTESTER LEUCHTTURM DEUTSCHLANDS,05.10.2024,13:00 - 16:00 Uhr,Alter Leuchtturm Travemünde,Travemünde
157,N/A,DER FRIEDHOF - MEHR ALS NUR EIN TOTENACKER: LEBENSRAUM UND GRüNE LUNGE,05.10.2024,13:00 - 14:30 Uhr,Industriemuseum Geschichtswerkstatt Herrenwyk,Lübeck
158,sonstige Ausflüge & Führungen,DER FRIEDHOF - MEHR ALS NUR EIN TOTENACKER: LEBENSRAUM UND GRüNE LUNGE,05.10.2024,13:00 Uhr,Völkerkundesammlung,Lübeck
159,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT DEM BUS – DE ORIGINALE FöHRTOUR,05.10.2024,13:00 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
160,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT TRECKER UND PLANWAGEN: DE URIGE FöHRTOUR,05.10.2024,13:00 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
161,sonstige Seminare & Kurse,JIB DOOR,05.10.2024,13:00 - 17:00 Uhr,Palais für aktuelle Kunst,Glückstadt
162,Rundfahrten,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,05.10.2024,13:00 Uhr,Anleger Hansekai,Lübeck
163,Sonstiges,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,05.10.2024,13:00 - 14:30 Uhr,"Hansekai | Anleger MS Hanse, MS Hansa, MS Hermes",Lübeck
164,Ausstellungen,ÖFFENTLICHE FüHRUNG - PFAD DER MEISTERWERKE,05.10.2024,13:00 - 14:00 Uhr,St. Annen-Museum,Lübeck
165,sonstige Ausflüge & Führungen,ÖFFENTLICHE FüHRUNG - PFAD DER MEISTERWERKE,05.10.2024,13:00 Uhr,St. Annen-Museum,Lübeck
166,sonstige Gesundheit,PSYCHOLOGISCHE BERATUNG AM STRAND UND IM WALD,05.10.2024,13:00 - 19:00 Uhr,"Seebrücke, Waldparkplatz",Kellenhusen
167,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFAHRT MIT DEM FRIESENEXPRESS FöHR,05.10.2024,13:30 Uhr,"Fähranleger 3, Hafen",Wyk
168,sonstige Ausflüge & Führungen,STADTFüHRUNG: GäNGE UND HöFE IM HANDWERKERVIERTEL,05.10.2024,13:30 Uhr,Treffpunkt: Buddenbrook Shop,Lübeck
169,Sonstiges,STADTFüHRUNG: GäNGE UND HöFE IM HANDWERKERVIERTEL,05.10.2024,13:30 - 15:00 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
170,"Ausflüge, Natur",SEETIERFANG & FAHRT IM LEBENSRAUM DER SEEHUNDE,05.10.2024,13:40 Uhr,"""MS Adler Rüm Hart"", Anleger Hafen",Wyk
171,sonstige Seminare & Kurse,"""GESCHICHTE DER HERINGSLOGGEREI""",05.10.2024,14:00 - 17:00 Uhr,Detlefsen-Museum,Glückstadt
172,sonstige Konzerte,AUSSTELLUNG,05.10.2024,14:00 Uhr,Villa Brahms,Lübeck
173,Musikveranstaltungen,AUSSTELLUNG,05.10.2024,14:00 - 18:00 Uhr,Villa Brahms,Lübeck
174,sonstige Seminare & Kurse,BERNSTEINSCHLEIFEN,05.10.2024,14:00 Uhr,Strandhaus,Grömitz
175,sonstige Seminare & Kurse,BEWEGTE FARBEN - ALLES ANDERE ALS GRAU,05.10.2024,14:00 - 18:00 Uhr,Freya Frahm Haus,Laboe
176,Ausstellungen,BILDER-KLöNSCHNACKNACHMITTAG: DIE HANSEATISCHE YACHTSCHULE IN NEUSTADT IN HOLSTEIN,05.10.2024,14:00 - 16:00 Uhr,zeiTTor – Museum der Stadt Neustadt in Holstein,Neustadt in Holstein
177,"Sport, Spiel und Wellness",BOWLING – DART – KICKER – FRISCHE PIZZA,05.10.2024,14:00 Uhr,Bi Jaine Bowlingcenter,Borgsum
178,Mode & Schmuck,CHARAKTERPERLE SCHMUCK-WORKSHOP: FüR DIE FRAU MIT KLASSE,05.10.2024,14:00 - 16:00 Uhr,charakterperle,Haffkrug
179,"Familie / Kinder, Führung, Outdoor",CRANBERRY AKTION - NATURSCHUTZ ZUM MITMACHEN,05.10.2024,14:00 - 16:00 Uhr,"Rantumer Straße, Bushaltestelle Hörnum Nord , 25997 Hörnum",Hörnum
180,sonstige Seminare & Kurse,DEUTSCHES MALER- UND LACKIERERMUSEUM,05.10.2024,14:00 Uhr,Deutsches Maler- und Lackierer-Museum,Hamburg
181,"Ausstellung, Familie & Kinder, Familie / Kinder, Indoor, Malen & Basteln",ESCAPE GAME IN DER ARCHE WATTENMEER,05.10.2024,14:00 - 15:00 Uhr,Arche Wattenmeer,Hörnum
182,sonstige Seminare & Kurse,FRIEDEL ANDERSON. BIS JETZT,05.10.2024,14:00 - 17:00 Uhr,Wenzel-Hablik-Museum,Itzehoe
183,"Ausstellung, Barrierefrei, Familie & Kinder, Familie / Kinder, Führung, Indoor, Naturkunde, Vogelkundliche Führungen",FüHRUNG: NEUE VOGELWELT IM BELTRINGHARDER KOOG,05.10.2024,14:00 - 14:30 Uhr,"Info-Pavillon Lüttmoorsiel - Integrierte Station Westküste, Beltringharder Koog 4, 25821 Reußenköge",Reußenköge
184,Herbst,HERBSTMARKT IN UND UM DAS ANDERSEN-HüS,05.10.2024,14:00 - 17:00 Uhr,Andersen-Hüs,Risum-Lindholm
185,Sonstiges,HöFE UND GäNGE TOUR: VERSTECKTE WINKEL DER ALTSTADT,05.10.2024,14:00 - 15:30 Uhr,"vor dem Burgtor auf der Stadtaußenseite (Burgtorbrücke 2, 23552 Lübeck)",Lübeck
186,sonstige Religion,KIEBITZ UND CO.,05.10.2024,14:00 - 16:00 Uhr,NABU Vogelstation Wedeler Marsch,Wedel
187,Sonstiges,KLASSISCHE STADTFüHRUNG LüBECK - DEUTSCH,05.10.2024,14:00 - 16:00 Uhr,Tourist-Information Lübeck,Lübeck
188,Sonstiges,KLASSISCHE STADTFüHRUNG: DIE SCHöNSTEN SEHENSWüRDIGKEITEN,05.10.2024,14:00 - 15:30 Uhr,am Holstentor auf Seite der Grünanlage,Lübeck
189,Ausstellungen,LITERARISCHER SPAZIERGANG,05.10.2024,14:00 - 16:00 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
190,sonstige Ausflüge & Führungen,LITERARISCHER SPAZIERGANG,05.10.2024,14:00 Uhr,"Treffpunkt: Museumshop ""Buddenbrooks am Markt""",Lübeck
191,Ausstellungen,NEUE VOGELWELT IM BELTRINGHARDER KOOG | INTEGRIERTE STATION WESTKüSTE,05.10.2024,14:00 - 14:45 Uhr,"Integrierte Station Westküste ""Lüttmoorsiel"", Beltringharder Koog 4, 25821 Reußenköge",Reußenköge
192,sonstige Seminare & Kurse,PROVIANTHAUS ATELIERS,05.10.2024,14:00 - 17:00 Uhr,Provianthaus Glückstadt,Glückstadt
193,"Familie / Kinder, Führung, Outdoor, Schiffstour",SEETIERFANGFAHRT ZU DEN SEEHUNDSBäNKEN AB HAFEN HöRNUM,05.10.2024,14:00 - 15:30 Uhr,"Hafenstraße, 25997 Hörnum",Hörnum / Sylt
194,Stadtfeste & Märkte,ÜBERGANGSWOCHENENDE IM ÜBERGANGSHAUS,05.10.2024,14:00 - 19:45 Uhr,ÜBERGANGSHAUS,Lübeck
195,sonstige Seminare & Kurse,UTA MASCH VON EBENEN UND UFERN - MALEREI,05.10.2024,14:00 - 17:00 Uhr,Galerie Stehr,Tornesch
196,Natur,VOGELKUNDLICHE FüHRUNG,05.10.2024,14:00 Uhr,"Vogelwärter-Häuschen, Nordspitze",Norddorf auf Amrum
197,"Familie & Kinder, FÖHRgreen Erlebnis, Kinder, Natur, Sport, Spiel und Wellness",WATT´N ESCAPE IM NATIONALPARK HAUS - SCHAFFT IHR ES DER FLUT ZU ENTKOMMEN?,05.10.2024,14:00 Uhr,Nationalpark-Haus Föhr,Wyk
198,sonstige Ausflüge & Führungen,WILDNIS IM UNBEKANNTEN IDSTEDTER FORST,05.10.2024,14:00 - 17:00 Uhr,Parkplatz Idstedtwege,Lürschau
199,Rundfahrten,WISCHHAFEN UND RHINPLATE,05.10.2024,14:00 - 16:30 Uhr,Anleger Außenhafen Glückstadt,Glückstadt
200,sonstige Ausflüge & Führungen,STADTFüHRUNG INNENANSICHTEN: LüBECK - GLANZ UND GLORIA,05.10.2024,14:15 Uhr,Treffpunkt: Buddenbrook Shop,Lübeck
201,Sonstiges,STADTFüHRUNG INNENANSICHTEN: LüBECK - GLANZ UND GLORIA,05.10.2024,14:15 - 16:15 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
202,Ausstellungen,KLOSTERKIRCHE - PFERDESTALL - MUSEUM. WELTKULTURERBE ST. KATHARINEN,05.10.2024,14:30 - 15:30 Uhr,Katharinenkirche,Lübeck
203,sonstige Ausflüge & Führungen,KLOSTERKIRCHE - PFERDESTALL - MUSEUM. WELTKULTURERBE ST. KATHARINEN,05.10.2024,14:30 Uhr,Katharinenkirche,Lübeck
204,Natur,"""UNSER POTTWAL""",05.10.2024,15:00 Uhr,Naturzentrum / Pottwalausstellung,Norddorf auf Amrum
205,Natur,"""VöGEL DES NATIONALPARKS WATTENMEER""",05.10.2024,15:00 Uhr,Nordende Teerdeich,Norddorf auf Amrum
206,Kulinarisch,AFTERNOON TEA TIME | SEVEN C'S BAR,05.10.2024,15:00 - 17:00 Uhr,ATLANTIC Grand Hotel Travemünde,Travemünde
207,"Naturkunde, sonstige Ausflüge & Führungen, Sonstiges",BEACH CLEAN UP: FLENS STRANDGUT-AKTION 8.0,05.10.2024,15:00 - 17:30 Uhr,Strandhaus Grömitz,Grömitz
208,Familie & Kinder,ERNTE-DANK BASTELN FüR FAMILIEN,05.10.2024,15:00 Uhr,Strandhaus,Grömitz
209,Sonstiges,FIESTA LATINA XXL GALA EDITION 2024,05.10.2024,15:00 - 23:59 Uhr,verschiedene Orte in Travemünde,Travemünde
210,Familie & Kinder,FLENS STRANDGUT-AKTION,05.10.2024,15:00 - 17:30 Uhr,Strandhaus,Grömitz
211,"Führung, Outdoor, Vogelkundliche Führungen",FüHRUNG: DIE VOGELWELT AMRUMS AM KNIEPHAKEN,05.10.2024,15:00 - 17:00 Uhr,"Wittdün, Strandbar Seehund, Untere Wandelbahn 1",Wittdün
212,Ausstellungen,HARBOUR GALLERY TRAVEMüNDE | FRAUKE KLATT,05.10.2024,15:00 - 18:00 Uhr,Harbour Gallery by Frauke Klatt,Travemünde
213,Workshops & Kurse,IMPRO-GESANG,05.10.2024,15:00 - 17:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
214,Theater,JAKES FRAUEN - THEATER 47,05.10.2024,15:00 Uhr,Rathaus Barsbüttel,Barsbüttel
215,Film / Theater,LENAS FENSTER,05.10.2024,15:00 - 15:45 Uhr,KOLK 17 Figurentheater & Museum zu Gast im Europäischen Hansemuseum,Lübeck
216,Sonstiges,MS HANSE | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,05.10.2024,15:00 - 16:30 Uhr,Liegeplatz: Kaiserbrücke,Travemünde
217,Segeln & Yachting,NIGHTSAILING MIT WATERSPORTSLüBECKERBUCHT | SEGELTöRN,05.10.2024,15:00 - 23:30 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
218,Sonstiges,ÖFFENTLICHE TURM- UND GEWöLBEFüHRUNG,05.10.2024,15:00 - 17:30 Uhr,St. Marien zu Lübeck,Lübeck
219,Bootstouren,SCHLEUSENFAHRT,05.10.2024,15:00 - 17:30 Uhr,Schiff und Boot Morgenroth,Mölln
220,Segeln & Yachting,SEGELTöRNS IN DIE LüBECKER BUCHT | NACHMITTAGS,05.10.2024,15:00 - 18:00 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
221,Natur,VOGELKUNDLICHE FüHRUNG AM KNIEPHAKEN,05.10.2024,15:00 Uhr,"Wandelbahn, Strandbar ""Seehund""",Wittdün auf Amrum
222,"Ausstellung, Barrierefrei, Bernsteinschleifen / Basteln, Familie / Kinder, Indoor, Vortrag",WORKSHOP: FUNDE AN STRAND UND SPüLSAUM MIT BERNSTEINSCHLEIFEN (WYK),05.10.2024,15:00 - 17:00 Uhr,"vor der Einfahrt zum Nationalpark-Haus Föhr, Strandstraße 60, 25938 Wyk",Wyk auf Föhr
223,N/A,MARITIM GOLFSCHULE | SCHNUPPERTRAINING,05.10.2024,15:30 - 17:00 Uhr,"Maritim Golfpark Ostsee, Warnsdorf / Ratekau bei Travemünde",Warnsdorf / Ratekau bei Travemünde
224,Theater,DES KAISERS NEUE KLEIDER,05.10.2024,16:00 Uhr,Theater am Tremser Teich,Lübeck
225,Theater & Schauspiel,DES KAISERS NEUE KLEIDER,05.10.2024,16:00 - 17:00 Uhr,Theater am Tremser Teich,Lübeck
226,sonstige Seminare & Kurse,"FRIEDEL ANDERSON ""BIS JETZT"" - MALEREI 1984 - 2024",05.10.2024,16:00 - 21:00 Uhr,Detlefsen-Museum,Glückstadt
227,"Familie / Kinder, Führung, Outdoor",FüHRUNG: DEN STRAND IN HöRNUM AUF SYLT ENTDECKEN,05.10.2024,16:00 - 17:30 Uhr,"Rantumer Straße 33, 25997 Hörnum",Hörnum
228,"Familie / Kinder, Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, Strandwanderung",FüHRUNG: FUNDE AM RANTUMER STRAND AUF SYLT,05.10.2024,16:00 - 17:30 Uhr,"Hörnumer Straße, Höhe Bushaltestelle Rantum Nord",Rantum / Sylt
229,Sonstiges,HöFE UND GäNGE TOUR: VERSTECKTE WINKEL DER ALTSTADT,05.10.2024,16:00 - 17:30 Uhr,"vor dem Burgtor auf der Stadtaußenseite (Burgtorbrücke 2, 23552 Lübeck)",Lübeck
230,Theater,UP DüVELS SCHUVKAR - TANGSTEDT,05.10.2024,16:00 Uhr,Alter Heidkrug Kayhude,Kayhude
231,"Familie / Kinder, Führung, Outdoor",FüHRUNG: WAS FINDE ICH AM STRAND VOR ST. PETER-ORDING?,05.10.2024,16:30 - 18:00 Uhr,"Am Bad Strand, Pfahlbau Arche Noah, St. Peter-Ording",St. Peter-Ording
232,N/A,GOTT ERLEBEN IN GEMEINSCHAFT,05.10.2024,16:30 - 18:00 Uhr,Jugendkapelle,Wyk
233,sonstige Ausflüge & Führungen,KLOSTERFüHRUNG,05.10.2024,17:00 - 18:00 Uhr,Kloster Cismar,Cismar
234,Sonstiges,LEBENSBAUM-INTERKULTURELLES THEATER-PROJEKT FüR FRAUEN,05.10.2024,17:00 - 20:00 Uhr,Aranat e.V. Frauenkommunikationszentrum,Lübeck
235,sonstige Ausflüge & Führungen,MS HANSA | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,05.10.2024,17:00 Uhr,Anleger Kaiserbrücke Travemünde,Travemünde
236,Sonstiges,MS HANSA | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,05.10.2024,17:00 - 18:30 Uhr,Liegeplatz: Kaiserbrücke,Travemünde
237,Sonstiges,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,05.10.2024,17:00 - 18:30 Uhr,"Hansekai | Anleger MS Hanse, MS Hansa, MS Hermes",Lübeck
238,Rundfahrten,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,05.10.2024,17:00 Uhr,Anleger Hansekai,Lübeck
239,sonstige Konzerte,NORDDEUTSCHES FILM-ORCHESTER: AT THE MOVIES,05.10.2024,17:00 Uhr,theater itzehoe,Itzehoe
240,Theater,NVBG: AGATHA CHRISTIE: DE MUUSFALL,05.10.2024,17:00 - 19:30 Uhr,Kleines Theater Schillerstraße,Geesthacht
241,Sonstiges,STADTFüHRUNG: GäNGE UND HöFE IM SEEFAHRERVIERTEL,05.10.2024,17:00 - 18:30 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
242,sonstige Ausflüge & Führungen,STADTFüHRUNG: GäNGE UND HöFE IM SEEFAHRERVIERTEL,05.10.2024,17:00 Uhr,Treffpunkt: Buddenbrook Shop,Lübeck
243,"Abend / Nacht, Barrierefrei, Familie & Kinder, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Outdoor",ABEND AM MEER - DURCH DEN NATIONALPARK ZUM LEUCHTTURM,05.10.2024,17:30 - 19:00 Uhr,"Ahndelweg 4, 25881 Westerheversand",Westerheversand
244,N/A,TAI CHI UND MEDITATION AM STRAND,05.10.2024,17:30 - 18:30 Uhr,"Treffpunkt: Strandpromenade, Höhe Wasserspiele / Fontänenfeld",Travemünde
245,"Führung, Natur, Naturveranstaltungen",AUF DEN SPUREN DES SCHIMMELREITERS,05.10.2024,17:45 - 19:15 Uhr,Schutzstation Beltringharder Koog,Reußenköge
246,"Abend- und Nachtwanderungen, Abend / Nacht, Brauchtum / Tradition, Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, sonstige Ausflüge & Führungen, Vortrag",FüHRUNG: AUF DEN SPUREN DES SCHIMMELREITERS,05.10.2024,17:45 - 19:45 Uhr,"nördlich von Nordstrand / Husum (Arlau Schleuse, Hattstedter Koog 42, 25856 Hattstedter Marsch) Treffpunkt: Info-Schaukasten",Hattstedter Marsch
247,Jazz & Blues,2. BIGBAND-NIGHT 2024,05.10.2024,18:00 - 23:33 Uhr,Hafenschuppen 6 Lübeck,Lübeck
248,Zirkus,CIRCUS SYNAESTHESIA BLAU - ZAMPANOS WELT,05.10.2024,18:00 - 19:50 Uhr,Grünfläche am Dom,Lübeck
249,Zirkus,CIRCUS SYNAESTHESIA BLAU - ZAMPANOS WELT,05.10.2024,18:00 Uhr,Grünfläche am Dom,Lübeck
250,Musikveranstaltungen,EIN ABEND MIT MEISTERWERKEN VON ROBERT SCHUMANN,05.10.2024,18:00 - 19:30 Uhr,St.-Martin-Kirche,Lübeck
251,"Ausstellung, Barrierefrei, Familie / Kinder, Führung, Indoor",FüHRUNG: FüTTERUNG DER TIERE UNSERER AQUARIEN,05.10.2024,18:00 - 19:00 Uhr,"Rantumer Straße 33, 25997 Hörnum",Hörnum
252,sonstige Feste & Märkte,GRöMITZER OKTOBERFEST - DAS FIASKO,05.10.2024,18:00 Uhr,Gildehalle,Grömitz
253,Party,HEILIGENHAFENER OKTOBERFEST,05.10.2024,18:00 Uhr,Kursaal,Heiligenhafen
254,"Abend- und Nachtwanderungen, Abend / Nacht, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Outdoor, sonstige Ausflüge & Führungen",NORDSEE AM ABEND - ABENDWANDERUNG AUF DEM BüSUMER DEICH,05.10.2024,18:00 - 19:30 Uhr,"Deich vor dem Büsumer Leuchtturm, 25761 Büsum",Büsum
255,sonstige Konzerte,ORGELHERBST 2024: KOSMOS BACH,05.10.2024,18:00 Uhr,St. Nicolai Kirche Neuenkirchen / Bahrenfleth,Bahrenfleth
256,Klassische Konzerte,"BANDONEONKONZERT, BACHIANOS",05.10.2024,18:30 - 20:15 Uhr,Festsaal - Haus Eden,Lübeck
257,Klassik,"BANDONEONKONZERT, BACHIANOS",05.10.2024,18:30 Uhr,Haus Eden,Lübeck
258,Rundfahrten,SONNENUNTERGANG AUF DER ELBE,05.10.2024,18:45 - 20:45 Uhr,Anleger Hafen Kollmar,Kollmar
259,sonstige Konzerte,65 JAHRE POSAUNENCHOR TRITTAU,05.10.2024,19:00 Uhr,Martin-Luther-Kirche Trittau,Trittau
260,Ausstellungen,"AUSSTELLUNG ""TEXT TRIFFT TANKE""",05.10.2024,19:00 - 18:00 Uhr,Kunsttankstelle,Lübeck
261,Musikveranstaltungen,DAS KLAVIERTRIO WüRZBURG ZU GAST AUF DEM KULTUR GUT HASSELBURG,05.10.2024,19:00 - 21:00 Uhr,Kultur Gut Hasselburg,Hasselburg
262,Sonstiges,ECKERNFöRDE SINGT- DER CHOR MIT ALLEN,05.10.2024,19:00 Uhr,Stadthalle Eckernförde,Eckernförde
263,"Gottesdienste, sonstige Konzerte",RECUERDOS DE LA ALHAMBRA - KONZERT,05.10.2024,19:00 Uhr,Petri-Kirche,Niendorf / Ostsee
264,"Highlights, Kinder","""GLüHWüRMCHEN UNTERWEGS""",05.10.2024,19:30 Uhr,Kurpark am Haus des Gastes,Nebel
265,"Familie, Humor",BUNGSBERG THEATER,05.10.2024,19:30 - 21:10 Uhr,Parkplatz Tourist-Info Pelzerhaken,Pelzerhaken
266,Theater,CHAMPAGNER ZUM FRüHSTüCK,05.10.2024,19:30 Uhr,Stadttheater Elmshorn,Elmshorn
267,Zirkus,CIRCUS SYNAESTHESIA BLAU - ZAMPANOS WELT,05.10.2024,19:30 - 21:20 Uhr,Grünfläche am Dom,Lübeck
268,Zirkus,CIRCUS SYNAESTHESIA BLAU - ZAMPANOS WELT,05.10.2024,19:30 Uhr,Grünfläche am Dom,Lübeck
269,Theater & Schauspiel,DER BESUCH DER ALTEN DAME,05.10.2024,19:30 - 22:20 Uhr,"Theater Lübeck, Großes Haus",Lübeck
270,Theater,DER BESUCH DER ALTEN DAME,05.10.2024,19:30 Uhr,Theater Lübeck (Großes Haus),Lübeck
271,N/A,DER STRAND LEUCHTET | NäCHTLICHE BERNSTEINSUCHE | GEOOSTSEE TRAVEMüNDE,05.10.2024,19:30 - 21:30 Uhr,"Treffpunkt: Strandpromenade, Höhe Wasserspiele / Fontänenfeld",Travemünde
272,Humor,HIMMLISCHE ZEITEN,05.10.2024,19:30 Uhr,Theaterschiff Lübeck,Lübeck
273,Kabarett,HIMMLISCHE ZEITEN,05.10.2024,19:30 - 21:30 Uhr,Theaterschiff Lübeck,Lübeck
274,sonstige Konzerte,KONZERT MIT DEM SHANTYCHOR,05.10.2024,19:30 Uhr,Trinkkurhalle,Timmendorfer Strand
275,Lesungen & Vorträge,"LESUNG ""EMPIRE OF SINS AND SOULS""",05.10.2024,19:30 Uhr,LUV Shopping Center (Thalia),Lübeck
276,Lesungen & Vorträge,LESUNG MIT NICOLA SCHMIDT,05.10.2024,19:30 - 21:30 Uhr,Thalia Lübeck,Lübeck
277,sonstige Konzerte,MAHLER: 9. SINFONIE,05.10.2024,19:30 Uhr,Musik- und Kongresshalle Lübeck,Lübeck
278,Musikveranstaltungen,MAHLER: 9. SINFONIE,05.10.2024,19:30 - 22:00 Uhr,Musikhochschule Lübeck,Lübeck
279,sonstige Konzerte,SCHWARZBLOND,05.10.2024,19:30 Uhr,Comödie Lübeck,Lübeck
280,Musikveranstaltungen,SCHWARZBLOND,05.10.2024,19:30 - 21:30 Uhr,Comödie Lübeck,Lübeck
281,Sonstiges,UNDER CONSTRUCTION - EIN MULTIMEDIALER WALK,05.10.2024,19:30 - 21:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
282,Sonstiges,UNDER CONSTRUCTION ,05.10.2024,19:30 - 21:00 Uhr,Start an der Musik- und Kongresshalle (Brückenseite),Lübeck
283,Theater & Schauspiel,ZAMPANOS WELT,05.10.2024,19:30 - 21:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
284,Sonstiges,COMEDY MIT INGO OSCHMANN,05.10.2024,20:00 Uhr,"""Lutterbeker""",Lutterbek
285,Theater & Schauspiel,DER DURCHBRUCH,05.10.2024,20:00 - 21:40 Uhr,Theater Combinale,Lübeck
286,Oper & Operette,DER VAMPIR    OPER FüR ERWACHSENE OPERNEINSTEIGER*INNEN UND SPEZIALIST*INNEN,05.10.2024,20:00 - 21:30 Uhr,Taschenoper Lübeck,Lübeck
287,Oper & Operette,DER VAMPIR OPER FüR ERWACHSENE OPERNEINSTEIGER*INNEN UND SPEZIALIST*INNEN,05.10.2024,20:00 Uhr,Theaterhaus Die Gemeinnützige Lübeck,Lübeck
288,Rock & Pop,GENESES - ALL SIDES LIVE TOUR,05.10.2024,20:00 Uhr,Kolosseum zu Lübeck,Lübeck
289,Rock & Pop,LEICHTMATROSE - JUBILäUMSTOUR 2024,05.10.2024,20:00 Uhr,Rider's Café,Lübeck
290,sonstige Konzerte,LONE RIDER & FRIENDS,05.10.2024,20:00 Uhr,Spieker,Eckernförde
291,Jazz & Blues,MARCUS EATON (USA),05.10.2024,20:00 Uhr,Kulturwerk am See,Norderstedt
292,Theater & Schauspiel,MY HOMETOWN,05.10.2024,20:00 - 21:15 Uhr,"Theater Lübeck, Kammerspiele",Lübeck
293,Theater,MY HOMETOWN,05.10.2024,20:00 Uhr,Theater Lübeck (Kammerspiele),Lübeck
294,"Abend / Nacht, Familie / Kinder, Führung, Outdoor",NACHTWANDERUNG IN DEN NATIONALPARK,05.10.2024,20:00 - 21:30 Uhr,"Nationalpark-Haus, Maleens Knoll 2, St. Peter-Ording",St. Peter-Ording
295,Party,OKTOBERFEST AUF DEM GUT GöRTZ,05.10.2024,20:00 Uhr,Gut Görtz,Heringsdorf
296,sonstige Konzerte,PATRICIA VONNE - HOT-BLOODED LATIN TINGED ROOTS ROCK,05.10.2024,20:00 Uhr,La Villa Rossa,Ahrensburg
297,Lesungen & Vorträge,"SOLANGE MAN LIEBT, BLEIBT MAN JUNG",05.10.2024,20:00 Uhr,Alfred-Rust-Saal,Ahrensburg
298,Musikveranstaltungen,THE CHAMBERS – DIE VIRTUOSEN AUS KöLN,05.10.2024,20:00 Uhr,"St.-Nicolai-Kirche, Wyk- Boldixum",Wyk
299,sonstige Konzerte,URBAN NATURE BAR CLUBBING,05.10.2024,20:00 Uhr,Urban Nature Hotel,Sankt Peter-Ording
300,Sonstiges,LUBECA MYSTICA - DüSTERE THEMENFüHRUNG ZU SCHAURIGEN ORTEN AB DOM,05.10.2024,20:30 - 22:00 Uhr,Domkirchhof,Lübeck
301,sonstige Ausflüge & Führungen,LUBECA MYSTICA - DüSTERE THEMENFüHRUNG ZU SCHAURIGEN ORTEN AB DOM,05.10.2024,20:30 Uhr,Dom zu Lübeck,Lübeck
302,Musikveranstaltungen,KOTTEN-NACHT,05.10.2024,21:00 Uhr,Kulturwerkstatt Forum e.V.,Neustadt in Holstein
303,Musikveranstaltungen,LIVE MUSIK IM ARBOREA,05.10.2024,21:00 - 23:00 Uhr,ARBOREA Marina Resort Neustadt,Neustadt in Holstein
304,Sonstiges,STIMMUNGSVOLLE NACHTWäCHTERFüHRUNG DURCH DUNKLE GASSEN,05.10.2024,21:00 - 22:30 Uhr,am Holstentor auf Seite der Grünanlage,Lübeck
305,sonstige Konzerte,PETRIVISION,05.10.2024,23:00 - 00:00 Uhr,St. Petri zu Lübeck,Lübeck
